Naam,Alternatieve namen,Plaats,Beginjaar,Eindjaar,Einddatum,Levensbeschouwing
S.V.H. (Sport Vereeniging Hema),,Den Haag,Voetbal,1931,1932,Neutraal
S.V.H. (Sport Vereeniging Herkenbosch),,Herkenbosch,Voetbal,1939,,Rooms-katholiek
S.V.IJ.,Trekvogels,IJmuiden,Voetbal,1926,1933,Neutraal
S.V.J.,,Hoeven,Voetbal,1931,,Rooms-katholiek
S.V.K.,D.K.S.,Rotterdam,Voetbal,1929,1931,Neutraal
S.V.K.,,Kaatsheuvel,Voetbal,1937,1939,Neutraal
S.V.L. (Sport Vereeniging Landsdrukkerij),,Den Haag,Voetbal,1933,1942,Neutraal
S.V.M.,M.S.V.,Musselkanaal,Voetbal,1935,1936,Neutraal
S.V.M.,,Munstergeleen,Voetbal,1939,,Neutraal
S.V.M.,,Maastricht,Voetbal,1920,1926,Neutraal
S.V.M.,,Megchelen,Voetbal,1938,1941,Rooms-katholiek
S.V.M. (Sport Vereeniging Munstergeleen),M.S.V.,Munstergeleen,Voetbal,1928,,Rooms-katholiek
S.V.M.E. (Sport Vereeniging Mariadorp Eijsden),,Eijsden,Voetbal,1935,,Rooms-katholiek
S.V.M.H. (Sport Vereeniging Molen Horn),Zwart Wit,Niebert,Voetbal,1933,,Neutraal
S.V.N.,V.V.N.,Den Haag,Voetbal,1924,1941,Rooms-katholiek
S.V.N.,,Rotterdam?,Voetbal,1938,1939,Neutraal
S.V.N. (Sportvereeniging Nieuwenhagen),J.W. Boys (Jonge Werkman Boys),Nieuwenhagerheide,Voetbal,1934,,Rooms-katholiek
S.V.N.O. (zaterdag),,Nijmegen,Voetbal,1931,,Rooms-katholiek
S.V.O.,Amsteldijk,Amsterdam,Voetbal,1926,,Rooms-katholiek
S.V.O.,Oranje,Sas van Gent,Voetbal,1937,1941,Neutraal
S.V.O.,,Ottersum,Voetbal,1935,,Rooms-katholiek
S.V.O.,,Amsterdam,Voetbal,1927,1935,Neutraal
S.V.P.,Peize,Peize,Voetbal,1931,,Neutraal
S.V.P.,,Odiliapeel,Voetbal,1936,,Rooms-katholiek
S.V.P.,,Princepeel (gem. Mill),Voetbal,1933,1936,Rooms-katholiek
S.V.P.T. (Sport Vereeniging Politie Troepen) (zaterdag),,Den Haag,Voetbal,1931,1938,Neutraal
S.V.R.,R.S.V.,Rumpt,Voetbal,1935,1936,Neutraal
S.V.S.,,Hillegersberg (Rotterdam),Voetbal,1932,1939,Neutraal
S.V.S.,Sparta,Den Helder,Voetbal,1920,1928,Neutraal
S.V.S. (Sport Vereeniging Susteren),Victoria,Susteren,Voetbal,1934,,Rooms-katholiek
S.V.S. (Sportvereeniging Van Spoorwegpersoneel),,Utrecht,Voetbal,1911,1917,Neutraal
S.V.T.,,Den Haag,Voetbal,1933,,Rooms-katholiek
S.V.T.,,Amsterdam,Voetbal,1938,1939,Neutraal
S.V.T.A.,S.V.A.,Den Haag,Voetbal,1934,,Neutraal
S.V.T.O.,Vitesse,Breda,Voetbal,1922,1926,Neutraal
S.V.U.,,Nijmegen,Voetbal,1939,,Rooms-katholiek
S.V.U.V.M. (zaterdag),,Utrecht,Voetbal,1939,1941,Neutraal
S.V.U.W.M. (zaterdag),,Utrecht,Voetbal,1939,1941,Neutraal
S.V.V.,,Delft,Voetbal,1937,1938,Neutraal
S.V.V.,,Sambeek (Boxmeer),Voetbal,1932,,Rooms-katholiek
S.V.V.,,Simpelveld,Voetbal,1926,,Rooms-katholiek
S.V.V.,,Eindhoven,Voetbal,1927,1928,Neutraal
S.V.V.,,Someren,Voetbal,1921,,Rooms-katholiek
S.V.V.,,Breda,Voetbal,1931,1931,Rooms-katholiek
S.V.V.,,Hengelo,Voetbal,1921,,Neutraal
S.V.V.,,Laag-Soeren,Voetbal,1919,,Neutraal
S.V.V.,,Schoorldam,Voetbal,1921,,Neutraal
S.V.V.,,Steenbergen,Voetbal,1921,1922,Rooms-katholiek
S.V.V.,,Amsterdam,Voetbal,1939,1940,Socialistisch
S.V.V.,,Stadskanaal,Voetbal,1912,1913,Neutraal
S.V.V.,,Sterksel,Voetbal,1929,1939,Rooms-katholiek
S.V.V.,,Steenwijk,Voetbal,1907,1909,Neutraal
S.V.V.,,Strijp (Eindhoven),Voetbal,1929,1934,Rooms-katholiek
S.V.V.,,Steensel,Voetbal,1925,1932,Rooms-katholiek
S.V.V. (Schelluinsche Voetbal Vereeniging),,Schelluinen,Voetbal,1920,1920,Neutraal
S.V.V. (Schiedamsche Voetbal Vereeniging),Excelsior//Voorwaarts,Schiedam,Voetbal,1904,1997,Neutraal
S.V.V. (Stefanus Voetbal Vereeniging),,Bornerbroek,Voetbal,1933,,Rooms-katholiek
S.V.V. Thor,,Swalmen,Voetbal,1910,1912,Neutraal
S.V.V.A.,,Steijl,Voetbal,1911,1915,Neutraal
S.V.W.,,Kostverloren?,Voetbal,1913,1914,Neutraal
S.V.W.,,Breda,Voetbal,1922,1923,Neutraal
S.V.W.,,Nibbixwoud,Voetbal,1922,,Rooms-katholiek
S.V.W.,,Schiedam,Voetbal,1927,,Protestants-christelijk
S.V.W. (Steeds Voor-Waarts),,Den Haag,Voetbal,1925,1927,Neutraal
S.V.W. (Steeds VoorWaarts),,Heerhugowaard,Voetbal,1927,,Rooms-katholiek
S.V.W. (Steeds Voorwaarts Wilhelmina),Saturnus,Gorinchem,Voetbal,1911,,Neutraal
S.V.W.R.,,Rotterdam,Voetbal,1938,,Neutraal
S.V.W.R.,Sint Willibrord,Rotterdam,Voetbal,1938,1940,Rooms-katholiek
S.V.Z.,,Rotterdam,Voetbal,1929,1929,Neutraal
S.V.Z.,,Amsterdam,Voetbal,1936,1940,Neutraal
S.V.Z.,,Rijswijk,Voetbal,1929,1931,Neutraal
Swalmen,Juliana,Swalmen,Voetbal,1925,1927,Neutraal
Swalmen,,Swalmen,Voetbal,1913,1913,Neutraal
Swalmen,D.E.S. (Door Eendracht Sterk),Swalmen,Voetbal,1927,,Rooms-katholiek
Swastika,Be Rapid,Groningen,Voetbal,1922,1924,Neutraal
Swastika,D.S.V.,Haarlem,Voetbal,1924,,Neutraal
S.W.D.O.,,Dongen,Voetbal,1918,,Rooms-katholiek
Sweykhuizen,,Sweikhuizen (Schinnen),Voetbal,1935,1937,Rooms-katholiek
Swift,,Haarlem?,Voetbal,1900,1901,Neutraal
Swift,,Enschede,Voetbal,1907,1909,Neutraal
Swift,,Amsterdam,Voetbal,1910,,Neutraal
Swift,,Amsterdam,Voetbal,1898,1909,Neutraal
Swift,,Doetinchem,Voetbal,1905,1907,Neutraal
Swift,,Zutphen,Voetbal,1904,1906,Neutraal
Swift,Cranenvelders,Arnhem,Voetbal,1915,1936,Rooms-katholiek
Swift,,Deventer,Voetbal,1908,1909,Neutraal
Swift,,Dordrecht,Voetbal,1911,1911,Neutraal
Swift,,Bergen op Zoom,Voetbal,1925,,Neutraal
Swift,,Rotterdam,Voetbal,1925,,Neutraal
Swift,,Roermond,Voetbal,1936,,Rooms-katholiek
Swift,Wakker Voorwaarts,Den Haag,Voetbal,1904,,Neutraal
Swift bis,,Amsterdam,Voetbal,1900,1904,Neutraal
Swift Boys,Swift,Leiden,Voetbal,1921,1922,Neutraal
Swift (zaterdag),,onbekend,Voetbal,1920,,Neutraal
Swolgen,,Swolgen,Voetbal,1927,,Rooms-katholiek
Swolgen,,Swolgen,Voetbal,1920,,Rooms-katholiek
S.W.S. (Sportvereeniging Wilhelmina Son),,Son,Voetbal,1919,1938,Rooms-katholiek
S.W.V.,,Sint Willebrord,Voetbal,1921,,Rooms-katholiek
S.W.V.,,Veghel,Voetbal,1928,1938,Rooms-katholiek
S.Y.,,Sibbe,Voetbal,1930,1938,Rooms-katholiek
Sylvia,De Ster,Schaesberg,Voetbal,1922,1924,Neutraal
Sylvia,,Nieuwenhagen,Voetbal,1928,1931,Rooms-katholiek
Sylvia,F.C.N.,Nieuwenhagen,Voetbal,1930,1940,Rooms-katholiek
S.Y.S. (zaterdag),,Schiedam,Voetbal,1931,1934,Neutraal
S.Z.W.C.,,Nieuw-Schoonebeek,Voetbal,1936,1937,Rooms-katholiek
't Gooi,Rapiditas,Hilversum,Voetbal,1905,,Neutraal
't Gooi,,Hilversum,Voetbal,1901,1902,Neutraal
't Gooiland,,Hilversum,Voetbal,1919,1922,Neutraal
't Harde,,Oldebroek,Voetbal,1937,,Protestants-christelijk
't Heike,,Tilburg,Voetbal,1931,,Rooms-katholiek
't Heike,S.W.V.,Sint Willebrord,Voetbal,1920,1941,Rooms-katholiek
't Koggeschip,W.I.K.,Amsterdam,Voetbal,1922,1924,Neutraal
't Koggeschip,,Amsterdam,Voetbal,1919,1920,Neutraal
't Park,Hercules,Tilburg,Voetbal,1922,1923,Rooms-katholiek
't Waar,,'t Waar,Voetbal,1933,,Neutraal
't Zandt,,'t Zandt,Voetbal,1932,,Neutraal
T.A.B. (Ter Apeler Boys),,Ter Apel,Voetbal,1927,1928,Neutraal
T.A.B. (Ter Apeler Boys),,Ter Apel,Voetbal,1933,1939,Rooms-katholiek
Taba,Volharding,Amsterdam,Voetbal,1933,,Neutraal
T.A.B.O.R.,E.D.O.B.,Baarn,Voetbal,1921,1928,Neutraal
T.A.C. (Tegelsche voetbalvereeniging Tegelen en Achilles Steijl Combinatie),,Tegelen,Voetbal,1917,1926,Neutraal
T.A.C. (Tilburgsche Amateurs Club),Volt//V.S.C.,Tilburg,Voetbal,1920,1934,Neutraal
T.A.C. (Tilburgsche Amateurs Club),O.D.A.,Tilburg,Voetbal,1938,,Neutraal
T.A.G. (Tot Aller Genoegen),R.C.D.,Rotterdam,Voetbal,1926,,Neutraal
Take Care,,Scheemda,Voetbal,1908,1911,Neutraal
Take Care,,Scheemda,Voetbal,1913,1915,Neutraal
Take Care,,Eexta-Scheemda,Voetbal,1921,1924,Neutraal
T.A.R. (Tot Achilles Roem),Achilles,Losser,Voetbal,1926,,Neutraal
Tarvo,,Dordrecht,Voetbal,1939,1942,Neutraal
Taseno,,Amsterdam,Voetbal,1921,1926,Neutraal
T.A.V.,,Ter Apel,Voetbal,1919,,Neutraal
T.A.V.E.N.U.,Advendo,Tilburg,Voetbal,1913,1916,Neutraal
Tavenu,,Alphen NB,Voetbal,1915,1921,Rooms-katholiek
T.A.V.E.N.U.,,Limbricht,Voetbal,1921,1923,Rooms-katholiek
Tavenu,,Zeeland,Voetbal,1923,1923,Rooms-katholiek
T.A.V.E.N.U.,,Tilburg,Voetbal,1912,1913,Neutraal
T.A.V.E.N.U. (Tot Aangename Verpoozing En Nuttige Uitspanning),,Amsterdam,Voetbal,1920,1970,Neutraal
T.A.V.V.,,Ter Apelkanaal,Voetbal,1921,1933,Neutraal
T.A.V.V. (Telegraaf Ambtenaren Voetbal Vereeniging),,Amsterdam,Voetbal,1904,1905,Neutraal
Taxandria,,Tilburg,Voetbal,1918,1925,Neutraal
Taxandria,,Breda,Voetbal,1923,1925,Neutraal
Taxandria,Leonidas,Tilburg,Voetbal,1912,1915,Neutraal
T.B.S.,,Amsterdam,Voetbal,1932,,Neutraal
T.C.A. (Toer Club Amsterdam),,Amsterdam,Voetbal,1920,1929,Neutraal
T.C.S. (Ten Cate's Sportvereeniging),Ten Cate's Sportvereeniging,Almelo,Voetbal,1928,1931,Neutraal
T.D.C.,,Amsterdam,Voetbal,1927,1937,Neutraal
T.D.O. (Training Doet Overwinnen),D.E.S.,Amsterdam,Voetbal,1915,,Neutraal
T.D.W.,Zwaluwen,Amsterdam,Voetbal,1923,1926,Neutraal
T.D.W. (Trainen Doet Winnen),,Amsterdam,Voetbal,1928,,Neutraal
T.D.Z.,D.O.S.K.A.,Rotterdam,Voetbal,1936,1937,Neutraal
Te Werve (ook zaterdag),B.P.M.,Den Haag (Rijswijk),Voetbal,1916,,Neutraal
T.E.C. (Tielsche Eendracht Combinatie),,Tiel,Voetbal,1924,,Neutraal
T.E.D.O.,D.T.S.,Den Haag,Voetbal,1931,,Neutraal
Tegelen,,Tegelen,Voetbal,1907,,Neutraal
Tegelen,,Tegelen,Voetbal,1926,,Neutraal
Tegelsche Boys,,Tegelen,Voetbal,1927,1927,Neutraal
Telefonia (zaterdag),,Haarlem,Voetbal,1926,,Neutraal
Telefoon,,Rotterdam ?,Voetbal,1925,,Protestants-christelijk
Telefoon,,Amsterdam,Voetbal,1921,1923,Neutraal
Telefoon,,Rotterdam,Voetbal,1937,,Neutraal
Telegraaf,,Den Haag,Voetbal,1920,1926,Neutraal
Telegraaf,,Utrecht?,Voetbal,1920,1920,Neutraal
Telegraaf,,Rotterdam,Voetbal,1911,1914,Neutraal
Tempo,,Den Haag,Voetbal,1935,1940,Joods
Ten Boer,,Ten Boer,Voetbal,1928,1929,Neutraal
Ten Kate,S.D.O.,Amsterdam,Voetbal,1923,1924,Neutraal
Ten Post,,Ten Post,Voetbal,1920,,Neutraal
Tenegedo,Excelsior,Dordrecht,Voetbal,1919,1920,Neutraal
Teolin,,Breda,Voetbal,1940,,Neutraal
Ter Leede,,Sassenheim,Voetbal,1930,,Neutraal
Terborg,Vitesse,Terborg,Voetbal,1918,,Neutraal
Terheijden,T.V.V.,Terheijden,Voetbal,1925,1926,Neutraal
Terheijden,,Terheijden,Voetbal,1926,1929,Neutraal
Terheijden,S.B.O.,Terheijden,Voetbal,1935,1936,Neutraal
Terheijden,Velocitas,Terheijden,Voetbal,1930,,Rooms-katholiek
Terhorne,,Terhorne,Voetbal,1936,,Neutraal
Terlaak,D.T.S.,Den Haag,Voetbal,1921,,Neutraal
Termunter Boys,T.E.O.,Termunten,Voetbal,1938,1939,Neutraal
Ternaard,,Ternaard,Voetbal,1927,1929,Neutraal
Terneuzen,T.S.C. (Terneuzensche Football Club - Sparta Combinatie),Terneuzen,Voetbal,1920,,Neutraal
Terneuzensche Boys,T.V.V.,Terneuzen,Voetbal,1931,1941,Neutraal
Terrasvogels,,Santpoort,Voetbal,1940,,Neutraal
Terre Neuve,,Utrecht,Voetbal,1934,,Neutraal
Terwinselen,Tempo,Terwinselen,Voetbal,1922,1938,Neutraal
Terwolde,T.V.O.,Terwolde,Voetbal,1912,1913,Neutraal
Terwolde,T.S.V.,Terwolde,Voetbal,1920,1923,Neutraal
Tesva (Telegraaf Sportvereeniging),T.S.V.,Amsterdam,Voetbal,1931,1936,Neutraal
Teutonen,Excelsior,Maastricht,Voetbal,1925,1938,Neutraal
Teutonia,Geel Zwart,Denekamp,Voetbal,1919,1920,Neutraal
Teutonia,V.V.D.,Denekamp,Voetbal,1931,1942,Neutraal
Teveo,Terro,Terwolde,Voetbal,1919,,Neutraal
T.E.V.V. (Tweede Exlo&#235;rmondsche Voetbal Vereeniging),,Tweede Exlo&#235;rmond,Voetbal,1934,1939,Neutraal
Texaco,,Den Haag?,Voetbal,1928,1939,Neutraal
Texas,S.D.S.,Den Haag,Voetbal,1924,1927,Neutraal
Texas,Watson,Rotterdam,Voetbal,1921,1924,Neutraal
Texas,E.S.D.O.,Den Haag,Voetbal,1929,2003,Neutraal
Texel,,Texel (Den Burg),Voetbal,1912,,Neutraal
Texelsche Boys,,Den Burg,Voetbal,1932,1942,Neutraal
Teylingen,,Sassenheim,Voetbal,1924,,Rooms-katholiek
Teylingen,,Sassenheim,Voetbal,1916,1920,Neutraal
T.F.C.,V.V.V.,Rotterdam,Voetbal,1928,1933,Neutraal
T.F.C.,,Terneuzen,Voetbal,1918,1920,Neutraal
T.F.C. (Transvaalsche Football Club),,Rotterdam,Voetbal,1921,1926,Neutraal
T.F.S. (Troch Freonskip Sterk),D.V.S.,Drachtstercompagnie,Voetbal,1928,,Neutraal
T.G.B.,U.V.V.//I.K.B.,Apeldoorn,Voetbal,1934,1941,Neutraal
Thabur,,Den Haag,Voetbal,1935,1940,Neutraal
Thalia,,IJmuiden,Voetbal,1932,1935,Neutraal
T.H.B. (The Haarlem Boys),H.S.C.,Haarlem,Voetbal,1914,,Neutraal
T.H.B. (zaterdag),,Rotterdam,Voetbal,1930,,Neutraal
The Bervo Boys,,Rotterdam,Voetbal,1930,,Protestants-christelijk
The Betz Boys,,Rotterdam?,Voetbal,1938,1939,Neutraal
The Bleu Boys,,Rotterdam,Voetbal,1940,1940,Neutraal
The Chrysler Boys,,Amsterdam,Voetbal,1928,1935,Neutraal
The Hunters (zaterdag),D.C.S. (Door Crisis Saamgebracht) ,Den Haag,Voetbal,1935,1936,Neutraal
The Pirats,,Amsterdam,Voetbal,1928,1931,Neutraal
The Quick Steps,,Den Haag,Voetbal,1933,,Rooms-katholiek
The Red Boys,,Zwolle,Voetbal,1940,,Neutraal
The Red Boys,,Wormerveer,Voetbal,1935,,Socialistisch
The Rising Hope,,Rotterdam,Voetbal,1916,,Neutraal
The Swallows,De Zwaluwen,Nijmegen ?,Voetbal,1918,1918,Neutraal
The Swallows (zaterdag),S.S.S.,Winschoten,Voetbal,1920,,Neutraal
The Unity,Union,Amsterdam,Voetbal,1921,1922,Rooms-katholiek
The Unity,,Amsterdam,Voetbal,1923,,Rooms-katholiek
The Victory,,Weesp,Voetbal,1920,2003,Rooms-katholiek
T.H.E.O. ('T Haantje En Omstreken),,'t Haantje,Voetbal,1936,1942,Neutraal
Theofilus,,Rotterdam,Voetbal,1921,1926,Protestants-christelijk
Theole,T.V.V.,Tiel,Voetbal,1912,,Neutraal
Theothorne,,Dieren,Voetbal,1914,,Neutraal
Theothorne,Dieren,Dieren,Voetbal,1914,1921,Neutraal
Thesos,,Lobith Tolkamer,Voetbal,1930,1945,Neutraal
Thesos [Tot Heil En Sterkte Onzer Spieren ?],,Lobith,Voetbal,1920,1929,Rooms-katholiek
Tholensche Boys,T.V.V.,Tholen,Voetbal,1932,1939,Neutraal
Thomson (zaterdag),,Rotterdam,Voetbal,1928,,Neutraal
T.H.O.R.,,Amsterdam,Voetbal,1933,1937,Neutraal
Thor,,Hoorn,Voetbal,1922,1924,Neutraal
Thor,,Rotterdam,Voetbal,1916,1917,Neutraal
T.H.O.R.,,Apeldoorn,Voetbal,1898,,Neutraal
T.H.O.R.,,Maastricht,Voetbal,1909,1909,Neutraal
T.H.O.R.,O.L.I.V.E.O.,Den Haag,Voetbal,1913,1918,Neutraal
T.H.O.R.,,Den Haag,Voetbal,1895,1897,Neutraal
T.H.O.R.,,Dordrecht,Voetbal,1912,1913,Neutraal
T.H.O.R.,,Venlo,Voetbal,1905,1906,Neutraal
Thor,,Hoofdplaat,Voetbal,1928,1933,Neutraal
T.H.O.R.,,Maastricht,Voetbal,1919,1921,Neutraal
T.H.O.R.,,Maastricht,Voetbal,1913,1914,Neutraal
T.H.O.R. (Tot Heil Onzer Ribbekasten),,Amsterdam,Voetbal,1902,1903,Neutraal
Thorn,Unitas,Thorn,Voetbal,1925,2006,Rooms-katholiek
T.H.O.S. (Tot Heil Onze Spieren),Zwart Wit,Beerta,Voetbal,1920,,Neutraal
T.H.V.V.,H.V.V.,Delft,Voetbal,1933,1942,Neutraal
T.I.A.,,Dordrecht,Voetbal,1919,1942,Rooms-katholiek
Tiel,Sparta,Tiel,Voetbal,1913,1915,Neutraal
Tiel,Hercules,Tiel,Voetbal,1920,1924,Neutraal
Tiel,Voorwaarts,Tiel,Voetbal,1926,1935,Neutraal
Tiel,Concordia,Tiel,Voetbal,1920,,Neutraal
Tiel,Tielsche voetbalvereeniging Voorwaarts,Tiel,Voetbal,1891,,Neutraal
Tiel (voetbalgroep),,Tiel,Voetbal,1933,1935,Socialistisch
Tielsche Boys,H.B.S.,Tiel,Voetbal,1927,1928,Neutraal
T.I.G.,T.O.G.,Rotterdam,Voetbal,1933,1937,Neutraal
Tiglia,T.V.V.,Tegelen,Voetbal,1925,,Rooms-katholiek
Tiglia,,Tegelen,Voetbal,1919,1923,Rooms-katholiek
Tiglia,T.V.V.,Tegelen,Voetbal,1920,,Neutraal
Tilburg,O.D.O.,Tilburg,Voetbal,1915,1916,Neutraal
Tilburg,Achilles,Tilburg,Voetbal,1914,1924,Neutraal
Tilburgenaars,Olympia,Tilburg,Voetbal,1913,1915,Neutraal
Tilburgia,,Tilburg,Voetbal,1912,1912,Neutraal
Tilburgia,,Tilburg,Voetbal,1917,1933,Rooms-katholiek
Tilburgia,Blauw Wit,Tilburg,Voetbal,1936,1944,Neutraal
Tilburgia,,Tilburg,Voetbal,1917,,Rooms-katholiek
Tilburgia,,Tilburg,Voetbal,1928,1929,Rooms-katholiek
Tilburgsche Boys,The Boys,Tiilburg,Voetbal,1923,1924,Neutraal
Timmerhuis,,Rotterdam,Voetbal,1939,,Neutraal
T.I.O.L.,Olympia,Dongen,Voetbal,1919,1942,Rooms-katholiek
T.I.P.,Philips T.I.P.,Maastricht,Voetbal,1923,1926,Neutraal
Titan,V.I.O.S.,Nieuw Weerdinge,Voetbal,1933,,Neutraal
Titan,,Nieuw Weerdinge,Voetbal,1922,1933,Neutraal
Titan,Juliana,Nieuw Weerdinge,Voetbal,1915,1918,Neutraal
Titania,,Ulestraten,Voetbal,,1920,Rooms-katholiek
Titania,Quick,Maastricht,Voetbal,1924,1926,Rooms-katholiek
Tivoli,,Eindhoven,Voetbal,1931,,Neutraal
T.I.W. (Trainen Is Winnen),D.T.S.,Amsterdam,Voetbal,1921,,Neutraal
Tjalleberd,,Tjalleberd,Voetbal,1933,1938,Neutraal
Tjuchem,,Tjuchem,Voetbal,1935,1938,Neutraal
T.K.T.,,Tilburg,Voetbal,1927,1934,Neutraal
T.M.O.V.V.,,Heesselt,Voetbal,1935,1937,Neutraal
T.M.S.,O.M.S.,Amsterdam,Voetbal,1932,1936,Neutraal
T.M.S.,S.M.V.,Amsterdam,Voetbal,1923,1927,Neutraal
T.O.F.,,Tilburg ?,Voetbal,1930,1930,Neutraal
T.O.G.,,Steenwijk,Voetbal,1929,1930,Protestants-christelijk
T.O.G.,,Arnhem ?,Voetbal,1923,1924,Neutraal
T.O.G.,,Bosschenhoofd,Voetbal,1934,1940,Rooms-katholiek
T.O.G. (Tot Ons Genoegen),,Charlois (Rotterdam),Voetbal,1929,,Protestants-christelijk
T.O.G. (Tot Ons Genoegen),V.I.O.S.,Berkel Zh,Voetbal,1928,,Rooms-katholiek
T.O.G. (Tot Ons Genoegen),,Amsterdam,Voetbal,1904,1905,Neutraal
T.O.G. (Tot Ons Genoegen),,Amsterdam,Voetbal,1909,,Neutraal
T.O.G.O.,Victoria,Den Haag,Voetbal,1939,,Neutraal
T.O.G.O.,,Amsterdam,Voetbal,1932,1935,Neutraal
T.O.G.O.,D.E.M.O.S.,Utrecht,Voetbal,1932,1938,Neutraal
T.O.G.O. (Tot Ons Genoegen Opgericht),T.O.G.,Den Haag,Voetbal,1911,1930,Neutraal
T.O.G.U.,,Utrecht,Voetbal,1921,1922,Neutraal
Tolbert,,Tolbert,Voetbal,1932,1935,Neutraal
Tolbrug,,Amsterdam,Voetbal,1936,1940,Neutraal
Tolbrug,H.M.S.,Amsterdam,Voetbal,1922,1924,Neutraal
T.O.N.A.,V.T.O.N.A.,Leiden,Voetbal,1930,,Neutraal
T.O.N.C. (Trekvogels Oost Nijmegen Combinatie),,Nijmegen,Voetbal,1940,,Neutraal
T.O.N.E.G.I.D.O.,,Voorburg,Voetbal,1920,1922,Neutraal
T.O.N.E.G.I.D.O.,,Dordrecht,Voetbal,1912,1916,Neutraal
T.O.N.E.G.I.D.O. (Tot Ons Nut En Genoegen Is Deze Opgericht),,Voorburg,Voetbal,1924,,Neutraal
Tongelre,V.O.C.,Tongelre (Eindhoven),Voetbal,1920,,Neutraal
T.O.N.I.D.O.,,Blerick,Voetbal,1909,1910,Neutraal
T.O.N.I.D.O.,,Amsterdam,Voetbal,1914,1916,Neutraal
T.O.N.I.D.O.,Vriendenkring,Amsterdam,Voetbal,1932,1935,Neutraal
T.O.N.I.D.O. (Tot Ons Nut Is Deze Opgericht),,Culemborg,Voetbal,1905,1908,Neutraal
T.O.P.,,Zaandam,Voetbal,1907,1909,Neutraal
T.O.P.,,Zutphen,Voetbal,1909,1909,Neutraal
T.O.P.,,Papendrecht,Voetbal,1933,,Socialistisch
T.O.P.,D.O.S.,Rotterdam,Voetbal,1926,1927,Neutraal
T.O.P.,,Wijnbergen,Voetbal,1932,1933,Rooms-katholiek
T.O.P.,,Den Bosch,Voetbal,1928,,Rooms-katholiek
T.O.P.,,Amsterdam,Voetbal,1900,,Neutraal
T.O.P.,,Amsterdam,Voetbal,1903,1905,Neutraal
T.O.P.,,Drunen,Voetbal,1932,,Rooms-katholiek
T.O.P.,,Den Bosch,Voetbal,1920,,Rooms-katholiek
T.O.P.,,Terborg,Voetbal,1922,1923,Neutraal
Top Speed,Fresfonco//Efficiency,Rotterdam,Voetbal,1931,1933,Neutraal
T.O.P. (Tot Ons Pleizier),,Amsterdam,Voetbal,1921,1926,Neutraal
T.O.P. (Tot Ons Plezier),,Oss,Voetbal,1928,,Neutraal
T.O.P. (Tot Ons Plezier),,Tienray,Voetbal,1927,2010,Rooms-katholiek
T.O.P. (Tot Ons Plezier),,Gouda,Voetbal,1908,1921,Neutraal
T.O.P. (Tot Ons Plezier),,Amsterdam,Voetbal,1905,,Neutraal
Torengarage,,Den Haag?,Voetbal,1934,1936,Neutraal
Tornado,The Swallows,Haarlem,Voetbal,1932,1933,Neutraal
T.O.S.,D.C.H.,Amsterdam,Voetbal,1932,1932,Neutraal
T.O.S.,,Amsterdam,Voetbal,1913,1915,Neutraal
T.O.S.,,Utrecht,Voetbal,1931,1936,Neutraal
T.O.S. (Tot Overwinning Streven),,Amsterdam,Voetbal,1937,1939,Neutraal
T.O.S. (Tot Overwinning Streven),,Amsterdam,Voetbal,1917,1932,Neutraal
T.O.S.-Actief,,Amsterdam,Voetbal,1939,,Neutraal
Tour Boys,,Den Haag,Voetbal,1938,1942,Neutraal
T.O.V.,,Helmond,Voetbal,1922,,Rooms-katholiek
T.O.V.,,Loon op Zand,Voetbal,1921,1923,Rooms-katholiek
T.O.V.,,Loon op Zand,Voetbal,1921,1922,Neutraal
T.O.V.,Sparta//N.G.G.,Tilburg,Voetbal,1924,1928,Neutraal
T.O.V. (Tot Ons Vermaak) (zaterdag),S.D.O.,Baarn,Voetbal,1934,,Neutraal
T.O.V.I.D.O.,Blauw Wit Vooruit,Middelburg,Voetbal,1921,1924,Neutraal
T.O.V.O.,D.V.O.,Eerbeek,Voetbal,1933,1933,Neutraal
T.O.V.O.L.,R.V.C.,Renkum,Voetbal,1912,1914,Neutraal
T.O.V.O.L.,U.S.V.,Ede,Voetbal,1922,1924,Neutraal
Toxanders,Hercules,Tilburg,Voetbal,1913,1916,Neutraal
Toxandria,Achilles,Breda,Voetbal,1922,1923,Neutraal
Toxandria,,Molenschot,Voetbal,1934,1939,Rooms-katholiek
Toxandria,,Rijkevoort,Voetbal,1931,,Rooms-katholiek
Transaera (zaterdag),K.L.M. Sportver.,Rotterdam,Voetbal,1938,1942,Neutraal
Transforma,,Nijmegen,Voetbal,1929,,Neutraal
Transportarbeiders,,Den Helder,Voetbal,1934,1935,Socialistisch
Transvaal,,Zaandam,Voetbal,1905,1908,Neutraal
Transvaal,,Den Haag,Voetbal,1929,1930,Neutraal
Transvaal,Transvalia,Den Haag,Voetbal,1922,1923,Neutraal
Transvaal,,Den Haag,Voetbal,1929,,Socialistisch
Transvaal,,Utrecht,Voetbal,1915,1918,Neutraal
Transvaal Boys,S.D.V.,Amsterdam,Voetbal,1935,1938,Neutraal
Transvalia,,Den Haag ?,Voetbal,1921,1922,Neutraal
Transvalia,Volharding,Rotterdam,Voetbal,1905,,Neutraal
Transvalia,,Velp (Grave),Voetbal,1919,1923,Rooms-katholiek
Trap Door,Victoria,Nijmegen,Voetbal,1910,1914,Neutraal
Trap Door,,Sluis,Voetbal,1919,1922,Neutraal
